0.22525,0.38741,0.094815,0.10518,0.43477,0.11687,3.1801,1.7308,1.7458
0.56509,0.16866,0.12896,0.11742,0.15843,0.26714,7.8619,1.5953,1.1351
0.5355,0.39052,0.066983,0.51365,0.52733,0.13652,2.7509,1.1484,1.2306
0.84005,0.14713,0.16906,0.19695,0.31426,0.22356,10.195,0.84271,2.0209
0.28513,0.14335,0.25504,0.35553,0.20877,0.1481,1.5322,0.91539,3.5003
0.8689,0.20536,0.064989,0.33314,0.2,0.15748,6.1492,1.5651,0.9551
0.47319,0.24424,0.093672,0.445,0.30972,0.10398,2.1621,1.3285,1.1789
0.60112,0.16494,0.11406,0.3106,0.26563,0.14027,3.452,0.81758,1.9629
1.2395,0.24911,0.21003,0.18055,0.52108,0.08502,14.754,0.60941,5.2195
0.48563,0.25112,0.13451,0.24655,0.34767,0.28612,2.6319,1.2895,1.3452
0.50245,0.39302,0.11681,0.22479,0.62825,0.10933,3.4124,0.99214,2.0683
0.7303,0.13386,0.16839,0.21567,0.14932,0.28085,13.165,1.391,1.5666
0.66925,0.35053,0.077027,0.28432,0.39382,0.14481,4.3089,1.1034,1.4788
0.66121,0.12345,0.1209,0.26545,0.26976,0.20975,5.171,0.6695,1.5953
0.28143,0.12897,0.27435,0.31107,0.23472,0.10004,2.3816,0.78657,4.8462
0.83749,0.18543,0.081856,0.56427,0.15898,0.10781,7.7442,3.2266,2.8069
0.65632,0.29514,0.13431,0.47757,0.24133,0.14457,2.1264,1.5759,3.0122
0.69738,0.18704,0.18742,0.72316,0.31183,0.089422,3.0695,0.99165,3.5384
0.11563,0.24502,0.11679,0.25709,0.49675,0.15982,1.0463,0.73624,1.4104
0.45439,0.23276,0.16219,0.27752,0.33948,0.11803,6.353,1.0057,1.7756
0.58425,0.48183,0.096622,0.27769,0.57004,0.12084,4.946,0.94625,1.3433
0.99522,0.12262,0.10892,0.16742,0.17758,0.22567,11.968,1.1076,0.63029
0.37543,0.35763,0.084846,0.40753,0.3824,0.12285,1.54,1.5578,1.4532
0.83168,0.15629,0.1365,0.34979,0.25174,0.23337,5.558,0.77503,2.2519
0.27405,0.17361,0.29981,0.197,0.20952,0.10499,2.2961,2.3807,4.4442
0.84018,0.1872,0.072829,0.49622,0.16291,0.12236,3.4934,1.5814,0.98248
0.77025,0.16159,0.41592,0.78245,0.34217,0.4066,1.5043,0.89406,3.2405
0.42924,0.14617,0.1325,0.59765,0.26385,0.12655,1.7288,0.61753,1.9462
0.29687,0.33424,0.13126,0.18763,0.40136,0.12618,3.4627,1.1372,1.5953
0.48603,0.3075,0.14399,0.13681,0.29552,0.11177,5.9864,1.5922,2.7035
0.65391,0.45665,0.08398,0.36692,0.67053,0.12859,4.4486,0.68103,1.8194
0.6788,0.16206,0.10117,0.29035,0.14206,0.20295,8.7057,1.4756,1.0155
0.55978,0.50296,0.10033,0.40116,0.3449,0.1385,2.731,1.8313,2.0656
0.82865,0.17834,0.12385,0.36054,0.24025,0.29185,8.2923,1.1524,0.95486
0.20036,0.19055,0.16056,0.20829,0.226,0.077973,1.9313,1.5636,2.9801
1.0598,0.13921,0.069494,0.63413,0.1617,0.13611,3.736,1.0124,0.8804
0.45276,0.32729,0.14276,0.52049,0.23067,0.15572,2.0365,1.9859,1.6573
0.58894,0.1537,0.10411,0.2863,0.30295,0.13309,5.9714,0.81584,1.7111
0.32739,0.36173,0.075798,0.44457,0.38893,0.19603,2.0628,1.1868,1.0907
0.60283,0.33937,0.10923,0.3195,0.27926,0.16315,2.5884,1.5895,1.2491
0.68043,0.52537,0.09389,0.30365,0.60948,0.12021,6.7734,1.0075,1.3378
1.061,0.16419,0.14683,0.20555,0.14963,0.19106,14.504,1.3493,1.2149
0.70749,0.37731,0.10192,0.42364,0.43862,0.08815,2.3588,1.0516,1.7687
0.87588,0.16886,0.1121,0.4747,0.31511,0.31806,6.4689,1.65,1.1289
0.30513,0.17384,0.35478,0.27061,0.26306,0.13634,2.2348,1.2713,4.1888
0.97491,0.25583,0.065891,0.9175,0.14716,0.11652,1.6589,2.5696,1.1335
0.6979,0.30876,0.14635,0.5476,0.2733,0.16331,2.8675,1.982,2.8292
0.76917,0.23775,0.14021,0.41547,0.31925,0.10416,4.9929,1.0791,2.1168
0.98564,0.32374,0.14542,0.15273,0.21865,0.21117,15.048,1.9215,1.9801
0.63513,0.30203,0.11225,0.16794,0.26806,0.13234,7.5692,1.3039,1.3661
0.67932,0.48805,0.098827,0.19728,0.59731,0.13341,5.9831,1.174,2.099
0.81997,0.1547,0.21096,0.20965,0.18477,0.24333,8.6876,1.4796,1.4068
0.68086,0.49844,0.084832,0.32428,0.458,0.096875,4.101,1.8075,1.9982
0.97624,0.18074,0.12253,0.40831,0.25107,0.22361,9.6308,1.5444,1.2488
0.3476,0.16855,0.16087,0.2651,0.17427,0.11506,2.4447,1.4879,2.9288
0.86127,0.20442,0.06043,0.55126,0.15687,0.16441,3.4496,2.151,1.265
0.53339,0.16602,0.71234,0.69751,0.26833,0.14311,1.3272,1.2419,10.189
0.77941,0.16862,0.17457,0.65364,0.21789,0.11312,3.948,1.3213,4.0828
0.33698,0.16753,0.15046,0.23432,0.51559,0.17017,1.8301,0.4446,5.2087
0.66608,0.27089,0.11767,0.22725,0.32926,0.23214,4.8618,1.0605,1.5764
0.75073,0.49291,0.14304,0.29,0.6745,0.11836,4.8539,0.79087,2.2135
1.0687,0.10324,0.12457,0.14129,0.14189,0.22218,11.541,1.5928,2.9833
0.45727,0.54357,0.099688,0.51705,0.40882,0.10567,1.3978,1.7432,2.2109
