0.43477,0.38741,0.10518,1.7458,0.11687,0.094815,3.1801,0.22525,1.7308
0.15843,0.16866,0.11742,1.1351,0.26714,0.12896,7.8619,0.56509,1.5953
0.52733,0.39052,0.51365,1.2306,0.13652,0.066983,2.7509,0.5355,1.1484
0.31426,0.14713,0.19695,2.0209,0.22356,0.16906,10.195,0.84005,0.84271
0.20877,0.14335,0.35553,3.5003,0.1481,0.25504,1.5322,0.28513,0.91539
0.2,0.20536,0.33314,0.9551,0.15748,0.064989,6.1492,0.8689,1.5651
0.30972,0.24424,0.445,1.1789,0.10398,0.093672,2.1621,0.47319,1.3285
0.26563,0.16494,0.3106,1.9629,0.14027,0.11406,3.452,0.60112,0.81758
0.52108,0.24911,0.18055,5.2195,0.08502,0.21003,14.754,1.2395,0.60941
0.34767,0.25112,0.24655,1.3452,0.28612,0.13451,2.6319,0.48563,1.2895
0.62825,0.39302,0.22479,2.0683,0.10933,0.11681,3.4124,0.50245,0.99214
0.14932,0.13386,0.21567,1.5666,0.28085,0.16839,13.165,0.7303,1.391
0.39382,0.35053,0.28432,1.4788,0.14481,0.077027,4.3089,0.66925,1.1034
0.26976,0.12345,0.26545,1.5953,0.20975,0.1209,5.171,0.66121,0.6695
0.23472,0.12897,0.31107,4.8462,0.10004,0.27435,2.3816,0.28143,0.78657
0.15898,0.18543,0.56427,2.8069,0.10781,0.081856,7.7442,0.83749,3.2266
0.24133,0.29514,0.47757,3.0122,0.14457,0.13431,2.1264,0.65632,1.5759
0.31183,0.18704,0.72316,3.5384,0.089422,0.18742,3.0695,0.69738,0.99165
0.49675,0.24502,0.25709,1.4104,0.15982,0.11679,1.0463,0.11563,0.73624
0.33948,0.23276,0.27752,1.7756,0.11803,0.16219,6.353,0.45439,1.0057
0.57004,0.48183,0.27769,1.3433,0.12084,0.096622,4.946,0.58425,0.94625
0.17758,0.12262,0.16742,0.63029,0.22567,0.10892,11.968,0.99522,1.1076
0.3824,0.35763,0.40753,1.4532,0.12285,0.084846,1.54,0.37543,1.5578
0.25174,0.15629,0.34979,2.2519,0.23337,0.1365,5.558,0.83168,0.77503
0.20952,0.17361,0.197,4.4442,0.10499,0.29981,2.2961,0.27405,2.3807
0.16291,0.1872,0.49622,0.98248,0.12236,0.072829,3.4934,0.84018,1.5814
0.34217,0.16159,0.78245,3.2405,0.4066,0.41592,1.5043,0.77025,0.89406
0.26385,0.14617,0.59765,1.9462,0.12655,0.1325,1.7288,0.42924,0.61753
0.40136,0.33424,0.18763,1.5953,0.12618,0.13126,3.4627,0.29687,1.1372
0.29552,0.3075,0.13681,2.7035,0.11177,0.14399,5.9864,0.48603,1.5922
0.67053,0.45665,0.36692,1.8194,0.12859,0.08398,4.4486,0.65391,0.68103
0.14206,0.16206,0.29035,1.0155,0.20295,0.10117,8.7057,0.6788,1.4756
0.3449,0.50296,0.40116,2.0656,0.1385,0.10033,2.731,0.55978,1.8313
0.24025,0.17834,0.36054,0.95486,0.29185,0.12385,8.2923,0.82865,1.1524
0.226,0.19055,0.20829,2.9801,0.077973,0.16056,1.9313,0.20036,1.5636
0.1617,0.13921,0.63413,0.8804,0.13611,0.069494,3.736,1.0598,1.0124
0.23067,0.32729,0.52049,1.6573,0.15572,0.14276,2.0365,0.45276,1.9859
0.30295,0.1537,0.2863,1.7111,0.13309,0.10411,5.9714,0.58894,0.81584
0.38893,0.36173,0.44457,1.0907,0.19603,0.075798,2.0628,0.32739,1.1868
0.27926,0.33937,0.3195,1.2491,0.16315,0.10923,2.5884,0.60283,1.5895
0.60948,0.52537,0.30365,1.3378,0.12021,0.09389,6.7734,0.68043,1.0075
0.14963,0.16419,0.20555,1.2149,0.19106,0.14683,14.504,1.061,1.3493
0.43862,0.37731,0.42364,1.7687,0.08815,0.10192,2.3588,0.70749,1.0516
0.31511,0.16886,0.4747,1.1289,0.31806,0.1121,6.4689,0.87588,1.65
0.26306,0.17384,0.27061,4.1888,0.13634,0.35478,2.2348,0.30513,1.2713
0.14716,0.25583,0.9175,1.1335,0.11652,0.065891,1.6589,0.97491,2.5696
0.2733,0.30876,0.5476,2.8292,0.16331,0.14635,2.8675,0.6979,1.982
0.31925,0.23775,0.41547,2.1168,0.10416,0.14021,4.9929,0.76917,1.0791
0.21865,0.32374,0.15273,1.9801,0.21117,0.14542,15.048,0.98564,1.9215
0.26806,0.30203,0.16794,1.3661,0.13234,0.11225,7.5692,0.63513,1.3039
0.59731,0.48805,0.19728,2.099,0.13341,0.098827,5.9831,0.67932,1.174
0.18477,0.1547,0.20965,1.4068,0.24333,0.21096,8.6876,0.81997,1.4796
0.458,0.49844,0.32428,1.9982,0.096875,0.084832,4.101,0.68086,1.8075
0.25107,0.18074,0.40831,1.2488,0.22361,0.12253,9.6308,0.97624,1.5444
0.17427,0.16855,0.2651,2.9288,0.11506,0.16087,2.4447,0.3476,1.4879
0.15687,0.20442,0.55126,1.265,0.16441,0.06043,3.4496,0.86127,2.151
0.26833,0.16602,0.69751,10.189,0.14311,0.71234,1.3272,0.53339,1.2419
0.21789,0.16862,0.65364,4.0828,0.11312,0.17457,3.948,0.77941,1.3213
0.51559,0.16753,0.23432,5.2087,0.17017,0.15046,1.8301,0.33698,0.4446
0.32926,0.27089,0.22725,1.5764,0.23214,0.11767,4.8618,0.66608,1.0605
0.6745,0.49291,0.29,2.2135,0.11836,0.14304,4.8539,0.75073,0.79087
0.14189,0.10324,0.14129,2.9833,0.22218,0.12457,11.541,1.0687,1.5928
0.40882,0.54357,0.51705,2.2109,0.10567,0.099688,1.3978,0.45727,1.7432
0.2841,0.15723,0.40038,1.4258,0.22498,0.15526,9.1845,0.90901,1.1728
0.34274,0.23454,0.32905,1.402,0.18449,0.15988,2.2325,0.29043,0.93123
0.15467,0.20187,0.71035,1.9164,0.11721,0.078834,2.5925,0.76442,1.8452
0.29707,0.27272,0.70186,3.1184,0.15619,0.25738,1.7207,0.71401,1.4098
0.25299,0.15911,0.30145,1.7649,0.11415,0.11981,8.0183,1.2502,0.85449
0.47796,0.14666,0.28501,2.9122,0.16237,0.15842,3.3506,0.40691,0.46032
0.25209,0.27618,0.35352,1.5372,0.21526,0.13242,3.5261,0.52436,1.3908
0.55878,0.4566,0.31574,2.8397,0.091642,0.12415,2.0935,0.48018,0.85842
0.17166,0.10599,0.24308,1.1682,0.1665,0.12976,11.219,1.1352,0.97479
0.38098,0.30304,0.36376,1.2603,0.10162,0.091202,2.6196,0.62336,1.1428
0.26597,0.18379,0.30144,0.80712,0.21733,0.099849,9.3172,0.97166,1.5915
0.2639,0.12817,0.28524,5.561,0.16381,0.34475,1.8222,0.26295,0.85364
0.15828,0.2327,0.62862,1.0912,0.17826,0.050577,3.134,0.91919,1.7466
0.15187,0.19099,0.56227,3.3597,0.25423,0.21864,1.506,0.51015,2.0149
0.21604,0.29261,0.44282,2.3904,0.14902,0.21852,9.6457,1.2935,1.9509
0.44874,0.31365,0.53041,1.7401,0.12938,0.098587,8.1653,1.1365,1.1136
0.30579,0.25544,0.21589,1.6581,0.11802,0.13582,5.4947,0.57032,1.2553
0.58568,0.50461,0.23784,2.2028,0.093496,0.1011,7.1239,0.6748,0.87702
0.20757,0.10524,0.19509,0.90691,0.27559,0.10302,14.046,0.93288,0.92281
0.44948,0.36177,0.31574,1.3124,0.11028,0.091594,3.7875,0.58725,0.89305
0.27844,0.19152,0.36903,1.234,0.21041,0.10563,6.171,0.76909,1.1094
0.24351,0.13743,0.22568,4.0578,0.13025,0.3003,1.8156,0.21983,1.6505
0.14487,0.14805,0.75412,0.77664,0.11788,0.066166,5.9293,1.2643,1.6169
0.31691,0.15033,0.65446,3.2895,0.093102,0.17702,0.97905,0.29582,1.4841
0.24741,0.23251,0.54385,3.127,0.11388,0.1681,2.0925,0.4936,1.6182
0.56928,0.45578,0.33744,1.5315,0.14153,0.080906,8.6287,1.054,1.0848
0.27177,0.29821,0.24332,2.7766,0.16922,0.23432,4.6654,0.66421,1.1891
0.52775,0.40401,0.17854,1.7276,0.10959,0.10463,7.0642,0.77712,0.95935
0.16803,0.10677,0.26882,1.7537,0.34934,0.11864,6.1753,0.75892,0.84414
0.55391,0.4232,0.22927,1.3625,0.15788,0.10103,3.9793,0.6749,1.5453
0.25401,0.16954,0.39341,1.2455,0.17659,0.13898,7.424,0.85548,1.4479
0.20523,0.25207,0.21392,3.4245,0.15687,0.25134,3.4023,0.43628,2.7101
0.16044,0.21166,0.67192,1.1622,0.11686,0.060634,2.2168,0.83376,1.4443
0.267,0.18191,0.90051,5.4694,0.15401,0.22695,1.6503,0.76964,1.1183
0.27338,0.19315,0.43449,2.9494,0.11042,0.14349,2.7252,0.84305,1.0814
0.26322,0.38993,0.21547,2.422,0.12712,0.13773,9.0561,0.76238,1.5806
0.31643,0.22769,0.29527,1.6705,0.23422,0.16731,4.5608,0.66381,1.2081
